SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,faturamento
HL8851,Notebook,5,Priscila,Carvalho,2018-07-30,Fortaleza,3500,17500
HL2714,Tablet,2,Renan,Nascimento,2018-08-29,Fortaleza,1600,3200
HL8851,Notebook,4,Joyce,Souza,2018-12-04,Fortaleza,3500,14000
HL9962,Android,1,Jessica,Ferreira,2018-02-19,Fortaleza,3400,3400
HL8851,Notebook,4,Brenno,Santos,2018-08-09,Fortaleza,3500,14000
HL4379,Televisão,5,Arthur,Pereira,2018-07-19,Fortaleza,2500,12500
HL9962,Android,2,Bruna,Rosa,2018-01-24,Fortaleza,3400,6800
HL2714,Tablet,1,Beatriz,Biase,2018-07-10,Fortaleza,1600,1600
HL4379,Televisão,3,Luis,Garcia,2018-08-08,Fortaleza,2500,7500
HL8851,Notebook,3,Matheus,Gomes,2018-05-18,Fortaleza,3500,10500
HL9962,Android,4,Thales,Andrade,2018-08-20,Fortaleza,3400,13600
HL7348,SmartWatch,4,Matheus,Silva,2018-01-24,Fortaleza,1400,5600
HL1918,iPhone,4,Gustavo,Azevedo,2018-12-18,Fortaleza,5300,21200
HL1918,iPhone,2,Matheus,Gomes,2018-03-26,Fortaleza,5300,10600
HL7348,SmartWatch,5,Marcelo,Guadagnino,2018-01-08,Fortaleza,1400,7000
HL1918,iPhone,3,Luíza,Garcia,2018-11-09,Fortaleza,5300,15900
HL4379,Televisão,4,Lunna,Vannier,2018-12-25,Fortaleza,2500,10000
HL1148,Câmera,1,Pedro,Lyra,2018-01-25,Fortaleza,2100,2100
HL8851,Notebook,4,Caio,Silva,2018-03-25,Fortaleza,3500,14000
HL1918,iPhone,5,Lázaro,Villanova,2018-02-06,Fortaleza,5300,26500
HL4379,Televisão,5,Sandy,Moreira,2018-02-04,Fortaleza,2500,12500
HL4379,Televisão,1,Bianca,Tatsch,2018-11-20,Fortaleza,2500,2500
HL4379,Televisão,5,Stefan,Nunes,2018-11-10,Fortaleza,2500,12500
HL7348,SmartWatch,2,Alon,Palmeira,2018-09-12,Fortaleza,1400,2800
HL4379,Televisão,4,Carolina,Santos,2018-10-09,Fortaleza,2500,10000
HL4379,Televisão,3,Miguel,Carneiro,2018-08-27,Fortaleza,2500,7500
HL1148,Câmera,2,Rodrigo,Feijo,2018-03-30,Fortaleza,2100,4200
HL2714,Tablet,2,Lucas,Freitas,2018-01-21,Fortaleza,1600,3200
HL1918,iPhone,4,Fabio,Ramos,2018-05-31,Fortaleza,5300,21200
HL4379,Televisão,5,Vanessa,Rodrigues,2018-08-24,Fortaleza,2500,12500
HL1918,iPhone,4,Priscila,Suzano,2018-03-29,Fortaleza,5300,21200
HL1918,iPhone,3,Vittorio,Freitas,2018-01-15,Fortaleza,5300,15900
HL1918,iPhone,1,Rafael,Carneiro,2018-02-25,Fortaleza,5300,5300
HL7348,SmartWatch,2,Ives,Pinheiro,2018-06-20,Fortaleza,1400,2800
HL4379,Televisão,3,João,Monteiro,2018-11-22,Fortaleza,2500,7500
HL2714,Tablet,5,Julia,Silva,2018-12-26,Fortaleza,1600,8000
HL1918,iPhone,3,Henrique,Oliveira,2018-04-25,Fortaleza,5300,15900
HL1918,iPhone,1,Matheus,Delgado,2018-04-02,Fortaleza,5300,5300
HL1918,iPhone,4,Caio,Affonso,2018-08-07,Fortaleza,5300,21200
HL9962,Android,5,Izabel,Lopes,2018-10-09,Fortaleza,3400,17000
HL8851,Notebook,5,Bianca,Paz,2018-05-15,Fortaleza,3500,17500
HL1918,iPhone,2,Matheus,Ramos,2018-06-10,Fortaleza,5300,10600
HL1918,iPhone,2,José,Marques,2018-04-13,Fortaleza,5300,10600
HL8851,Notebook,5,Stela,Mendonça,2018-04-16,Fortaleza,3500,17500
HL1918,iPhone,2,Juliana,Silva,2018-02-18,Fortaleza,5300,10600
HL1918,iPhone,3,Caio,Caldas,2018-07-27,Fortaleza,5300,15900
HL9962,Android,3,Carolina,Alfradique,2018-08-11,Fortaleza,3400,10200
HL1918,iPhone,3,Daniel,Ortiz,2018-03-04,Fortaleza,5300,15900
HL1148,Câmera,1,Guilherme,Marchesi,2018-06-18,Fortaleza,2100,2100
HL4379,Televisão,4,Beatriz,Nogueira,2018-01-20,Fortaleza,2500,10000
HL8851,Notebook,1,Andreza,Ramos,2018-06-05,Fortaleza,3500,3500
HL8851,Notebook,1,Rilson,Guedes,2018-02-04,Fortaleza,3500,3500
HL4379,Televisão,5,Sthefeson,Barroso,2018-07-14,Fortaleza,2500,12500
HL4379,Televisão,5,Thales,Santos,2018-11-10,Fortaleza,2500,12500
HL4379,Televisão,3,Rodrigo,Silva,2018-05-27,Fortaleza,2500,7500
HL8851,Notebook,1,Pedro,Sena,2018-09-14,Fortaleza,3500,3500
HL8851,Notebook,1,Yasser,Calbucci,2018-08-30,Fortaleza,3500,3500
HL4379,Televisão,5,Daniel,Costa,2018-06-06,Fortaleza,2500,12500
HL8851,Notebook,5,Lucas,Freire,2018-01-25,Fortaleza,3500,17500
HL4379,Televisão,5,Caio,Vianna,2018-06-21,Fortaleza,2500,12500
HL4379,Televisão,3,Tayla,Lima,2018-05-08,Fortaleza,2500,7500
HL1148,Câmera,4,Felipe,Mendonça,2018-03-18,Fortaleza,2100,8400
HL7348,SmartWatch,3,Gabriel,Almeida,2018-12-13,Fortaleza,1400,4200
HL9962,Android,5,Brenno,Santos,2018-07-23,Fortaleza,3400,17000
HL2714,Tablet,2,Pedro,Ferrari,2018-10-29,Fortaleza,1600,3200
HL1148,Câmera,5,Deysiane,Medronho,2018-04-13,Fortaleza,2100,10500
HL1918,iPhone,2,Guilherme,Castilho,2018-01-31,Fortaleza,5300,10600
HL8851,Notebook,3,Ana,Silva,2018-12-14,Fortaleza,3500,10500
HL8851,Notebook,3,Caio,Silva,2018-01-06,Fortaleza,3500,10500
HL1918,iPhone,1,José,Marques,2018-09-18,Fortaleza,5300,5300
HL1918,iPhone,3,Carolina,Rocha,2018-09-03,Fortaleza,5300,15900
HL1918,iPhone,3,Michelle,Pereira,2018-09-11,Fortaleza,5300,15900
HL4379,Televisão,4,Guilherme,Lima,2018-10-23,Fortaleza,2500,10000
HL4379,Televisão,2,Felipe,Mendonça,2018-02-28,Fortaleza,2500,5000
HL1918,iPhone,3,Camilla,Cardeman,2018-07-25,Fortaleza,5300,15900
HL7348,SmartWatch,4,Ian,Almeida,2018-04-09,Fortaleza,1400,5600
HL8851,Notebook,3,Raphael,Mattos,2018-08-19,Fortaleza,3500,10500
HL1918,iPhone,5,Wilson,Miranda,2018-06-16,Fortaleza,5300,26500
HL2714,Tablet,4,Lucas,Rocha,2018-12-12,Fortaleza,1600,6400
HL2714,Tablet,2,Amanda,Procaci,2018-06-20,Fortaleza,1600,3200
HL9962,Android,1,Isabela,Resende,2018-02-02,Fortaleza,3400,3400
HL1918,iPhone,2,Lucas,Monte,2018-05-14,Fortaleza,5300,10600
HL1918,iPhone,2,Lorena,Kohn,2018-03-16,Fortaleza,5300,10600
HL4379,Televisão,3,Jorge,Fonseca,2018-04-02,Fortaleza,2500,7500
HL4379,Televisão,4,Anderson,Barreto,2018-05-02,Fortaleza,2500,10000
HL4379,Televisão,4,Fernanda,Figueiredo,2018-08-01,Fortaleza,2500,10000
HL1918,iPhone,5,Anna,Silva,2018-04-11,Fortaleza,5300,26500
HL4379,Televisão,1,Fernanda,Figueiredo,2018-10-31,Fortaleza,2500,2500
HL8851,Notebook,4,Thales,Andrade,2018-05-14,Fortaleza,3500,14000
HL4379,Televisão,2,Mariana,Miranda,2018-12-30,Fortaleza,2500,5000
HL4379,Televisão,2,Letícia,Araujo,2018-03-24,Fortaleza,2500,5000
HL1918,iPhone,3,Victor,Franco,2018-11-13,Fortaleza,5300,15900
HL8851,Notebook,5,Marina,Gama,2018-10-13,Fortaleza,3500,17500
HL9962,Android,1,Priscila,Garcia,2018-10-02,Fortaleza,3400,3400
HL1148,Câmera,4,Sandy,Moreira,2018-12-26,Fortaleza,2100,8400
HL1918,iPhone,3,Stephanie,Oliveira,2018-06-09,Fortaleza,5300,15900
HL1918,iPhone,2,Maria,Correa,2018-10-27,Fortaleza,5300,10600
HL4379,Televisão,3,Alexandre,Dantas,2018-05-21,Fortaleza,2500,7500
HL1918,iPhone,4,Leticia,Mesquita,2018-08-08,Fortaleza,5300,21200
HL8851,Notebook,2,Alexandre,Dantas,2018-09-23,Fortaleza,3500,7000
HL1918,iPhone,1,Luiz,Conceição,2018-07-11,Fortaleza,5300,5300
HL1918,iPhone,5,Carlos,Silva,2018-12-12,Fortaleza,5300,26500
HL7348,SmartWatch,2,Rafael,Guimarães,2018-12-20,Fortaleza,1400,2800
HL8851,Notebook,2,Julie,Ferreira,2018-12-14,Fortaleza,3500,7000
HL1918,iPhone,5,Wilson,Vianna,2018-06-18,Fortaleza,5300,26500
HL2714,Tablet,2,Aline,Morais,2018-05-09,Fortaleza,1600,3200
HL4379,Televisão,3,Vivianne,Rodrigues,2018-06-28,Fortaleza,2500,7500
HL7348,SmartWatch,5,Victor,Magalhães,2018-08-14,Fortaleza,1400,7000
HL1918,iPhone,2,Gabrielle,Wanderley,2018-10-22,Fortaleza,5300,10600
HL4379,Televisão,4,Caroline,Cavalcanti,2018-02-11,Fortaleza,2500,10000
HL1918,iPhone,3,Giovana,Vilela,2018-02-17,Fortaleza,5300,15900
HL1918,iPhone,2,Wendela,Veloso,2018-04-14,Fortaleza,5300,10600
HL1918,iPhone,3,Jeferson,Sone,2018-10-18,Fortaleza,5300,15900
HL8851,Notebook,5,Rebeca,Reis,2018-03-17,Fortaleza,3500,17500
HL9962,Android,5,Raísa,Rodrigues,2018-12-29,Fortaleza,3400,17000
HL2714,Tablet,3,Pedro,Sena,2018-06-10,Fortaleza,1600,4800
HL8851,Notebook,4,Camilla,Guimarães,2018-05-09,Fortaleza,3500,14000
HL9962,Android,3,Pedro,Ronfini,2018-06-23,Fortaleza,3400,10200
HL8851,Notebook,2,Alon,Palmeira,2018-09-14,Fortaleza,3500,7000
HL9962,Android,5,Lorena,Carvalho,2018-04-25,Fortaleza,3400,17000
HL4379,Televisão,5,João,Guadagnino,2018-09-15,Fortaleza,2500,12500
HL1918,iPhone,3,Caroline,Pinto,2018-07-13,Fortaleza,5300,15900
HL1918,iPhone,2,Felipe,Mello,2018-02-28,Fortaleza,5300,10600
HL1918,iPhone,2,Dykson,Silva,2018-09-02,Fortaleza,5300,10600
HL8851,Notebook,4,Jonatas,Essaber,2018-08-04,Fortaleza,3500,14000
HL1148,Câmera,1,Letícia,Rodrigues,2018-11-05,Fortaleza,2100,2100
HL4379,Televisão,5,Roberto,Nogueira,2018-06-06,Fortaleza,2500,12500
HL1918,iPhone,2,Guilherme,Rachide,2018-08-20,Fortaleza,5300,10600
HL2714,Tablet,1,Raul,Junqueira,2018-03-27,Fortaleza,1600,1600
HL8851,Notebook,2,Lucas,Lima,2018-12-28,Fortaleza,3500,7000
HL1918,iPhone,1,Carolina,Vasconcelos,2018-12-10,Fortaleza,5300,5300
HL9962,Android,3,Lucas,Wanderley,2018-09-25,Fortaleza,3400,10200
HL1148,Câmera,5,Tiago,Pereira,2018-06-14,Fortaleza,2100,10500
HL2714,Tablet,4,Luiz,Freire,2018-04-23,Fortaleza,1600,6400
HL2714,Tablet,1,Tadeu,Nakayama,2018-11-08,Fortaleza,1600,1600
HL9962,Android,2,Julia,Aliani,2018-05-18,Fortaleza,3400,6800
HL1148,Câmera,1,Anna,Maia,2018-12-26,Fortaleza,2100,2100
HL1918,iPhone,4,Daniel,Cardoso,2018-11-04,Fortaleza,5300,21200
HL4379,Televisão,5,Jorge,Carvalho,2018-02-15,Fortaleza,2500,12500
HL8851,Notebook,2,João,Capitulo,2018-07-30,Fortaleza,3500,7000
HL1148,Câmera,2,Rafael,Rocha,2018-03-17,Fortaleza,2100,4200
HL8851,Notebook,1,Camila,Sobral,2018-12-19,Fortaleza,3500,3500
HL9962,Android,5,Bruno,Oliveira,2018-11-25,Fortaleza,3400,17000
HL9962,Android,2,João,Monteiro,2018-04-27,Fortaleza,3400,6800
HL4379,Televisão,4,Joao,Pereira,2018-12-15,Fortaleza,2500,10000
HL7348,SmartWatch,5,Arthur,Portela,2018-01-02,Fortaleza,1400,7000
HL8851,Notebook,3,Stela,Mendonça,2018-01-15,Fortaleza,3500,10500
HL1918,iPhone,1,Marcelo,Borges,2018-02-26,Fortaleza,5300,5300
HL1918,iPhone,5,Eric,Carvalho,2018-08-31,Fortaleza,5300,26500
HL1148,Câmera,2,Julie,Ferreira,2018-07-03,Fortaleza,2100,4200
HL2714,Tablet,2,Carolina,Vasconcelos,2018-09-01,Fortaleza,1600,3200
HL4379,Televisão,2,Julia,Leite,2018-09-05,Fortaleza,2500,5000
HL2714,Tablet,1,Giovanna,Santos,2018-12-18,Fortaleza,1600,1600
HL7348,SmartWatch,1,Lucas,Cavalcanti,2018-05-24,Fortaleza,1400,1400
HL1918,iPhone,3,Ulisses,Filho,2018-03-23,Fortaleza,5300,15900
HL2714,Tablet,4,Victor,Franco,2018-03-15,Fortaleza,1600,6400
HL7348,SmartWatch,3,Célio,Xavier,2018-11-04,Fortaleza,1400,4200
HL2714,Tablet,5,Ana,Bôas,2018-12-23,Fortaleza,1600,8000
HL1148,Câmera,4,Silvio,Provenzano,2018-08-19,Fortaleza,2100,8400
HL1148,Câmera,2,Alex,Fernandes,2018-12-01,Fortaleza,2100,4200
HL1918,iPhone,1,Raphael,Rezende,2018-04-29,Fortaleza,5300,5300
HL7348,SmartWatch,5,Gabrielle,Silva,2018-10-14,Fortaleza,1400,7000
HL1918,iPhone,5,Bruna,Rangel,2018-02-17,Fortaleza,5300,26500
HL9962,Android,1,Silvio,Provenzano,2018-03-30,Fortaleza,3400,3400
HL1918,iPhone,1,José,Carvalho,2018-06-22,Fortaleza,5300,5300
HL9962,Android,3,José,Vieira,2018-06-16,Fortaleza,3400,10200
HL4379,Televisão,1,Silvio,Provenzano,2018-01-20,Fortaleza,2500,2500
HL4379,Televisão,1,Rilson,Guedes,2018-03-21,Fortaleza,2500,2500
HL1148,Câmera,1,Roberto,Tiradentes,2018-08-26,Fortaleza,2100,2100
HL1148,Câmera,2,Marcos,Nucci,2018-05-21,Fortaleza,2100,4200
HL4379,Televisão,5,Igor,Azevedo,2018-01-03,Fortaleza,2500,12500
HL1148,Câmera,3,Raphael,Guedes,2018-06-23,Fortaleza,2100,6300
HL1918,iPhone,4,Luis,Garcia,2018-10-10,Fortaleza,5300,21200
HL4379,Televisão,3,Eduardo,Peluzo,2018-07-22,Fortaleza,2500,7500
HL4379,Televisão,3,Bruna,Franco,2018-06-24,Fortaleza,2500,7500
HL9962,Android,4,Vitor,Boccaletti,2018-08-08,Fortaleza,3400,13600
HL7348,SmartWatch,5,Rodrigo,Mendes,2018-07-22,Fortaleza,1400,7000
HL1148,Câmera,1,Morgana,Correa,2018-03-13,Fortaleza,2100,2100
HL1918,iPhone,1,Jessica,Cordovil,2018-07-17,Fortaleza,5300,5300
HL2714,Tablet,3,Victor,Soares,2018-07-11,Fortaleza,1600,4800
HL1148,Câmera,2,Silvio,Provenzano,2018-07-13,Fortaleza,2100,4200
HL4379,Televisão,2,Amanda,Roberto,2018-04-26,Fortaleza,2500,5000
HL7348,SmartWatch,5,Diogo,Peixoto,2018-10-21,Fortaleza,1400,7000
HL4379,Televisão,1,Breno,Costa,2018-11-22,Fortaleza,2500,2500
HL1918,iPhone,3,Lunna,Vannier,2018-12-05,Fortaleza,5300,15900
HL4379,Televisão,4,Norman,Jimbo,2018-05-08,Fortaleza,2500,10000
HL1148,Câmera,4,José,Fonseca,2018-10-03,Fortaleza,2100,8400
HL7348,SmartWatch,1,Diego,Marchesi,2018-12-04,Fortaleza,1400,1400
HL4379,Televisão,2,Audir,Franco,2018-08-17,Fortaleza,2500,5000
HL1918,iPhone,1,Ana,Gomes,2018-01-31,Fortaleza,5300,5300
HL1148,Câmera,3,Lucas,Baptista,2018-12-05,Fortaleza,2100,6300
HL1918,iPhone,2,Amanda,Felippe,2018-01-03,Fortaleza,5300,10600
HL2714,Tablet,3,Juliana,Mesquita,2018-10-28,Fortaleza,1600,4800
HL1918,iPhone,5,Arthur,Fernandes,2018-06-07,Fortaleza,5300,26500
HL4379,Televisão,1,Joao,Pereira,2018-11-14,Fortaleza,2500,2500
HL1918,iPhone,4,João,Alves,2018-11-18,Fortaleza,5300,21200
HL8851,Notebook,1,Thaís,Pereira,2018-01-07,Fortaleza,3500,3500
HL1918,iPhone,5,Maria,Mello,2018-04-21,Fortaleza,5300,26500
HL4379,Televisão,1,Adriana,Passos,2018-07-23,Fortaleza,2500,2500
HL1148,Câmera,2,Lucas,Neto,2018-08-19,Fortaleza,2100,4200
HL4379,Televisão,3,Stephanie,Gonçalves,2018-01-15,Fortaleza,2500,7500
HL4379,Televisão,5,Myllena,Corrêa,2018-12-11,Fortaleza,2500,12500
HL8851,Notebook,4,Raíssa,Nimer,2018-01-14,Fortaleza,3500,14000
HL8851,Notebook,2,Eduardo,Pacheco,2018-04-28,Fortaleza,3500,7000
HL1918,iPhone,5,Jeferson,Costa,2018-12-08,Fortaleza,5300,26500
HL4379,Televisão,1,Sthefeson,Barroso,2018-05-02,Fortaleza,2500,2500
HL9962,Android,1,Bárbara,Lima,2018-09-10,Fortaleza,3400,3400
HL1918,iPhone,4,Pedro,Dalforne,2018-06-20,Fortaleza,5300,21200
HL1918,iPhone,3,Pedro,Costa,2018-02-28,Fortaleza,5300,15900
HL1918,iPhone,3,Renan,Melo,2018-03-12,Fortaleza,5300,15900
HL1918,iPhone,3,Tayla,Lima,2018-08-14,Fortaleza,5300,15900
HL8851,Notebook,2,Larissa,Jesus,2018-01-26,Fortaleza,3500,7000
HL4379,Televisão,2,Victor,Gomes,2018-10-24,Fortaleza,2500,5000
HL9962,Android,3,Daniel,Nauenberg,2018-05-02,Fortaleza,3400,10200
HL7348,SmartWatch,5,Carlos,Portela,2018-09-03,Fortaleza,1400,7000
HL1918,iPhone,3,Antônio,Soares,2018-11-25,Fortaleza,5300,15900
HL1918,iPhone,4,Rafael,Carneiro,2018-06-19,Fortaleza,5300,21200
HL1148,Câmera,2,Thales,Gouvêa,2018-02-20,Fortaleza,2100,4200
HL1918,iPhone,5,Brenno,Santos,2018-10-18,Fortaleza,5300,26500
HL4379,Televisão,2,Caio,Ferreira,2018-05-18,Fortaleza,2500,5000
HL1148,Câmera,5,Kim,Ferreira,2018-03-06,Fortaleza,2100,10500
HL4379,Televisão,1,Daniel,Monteiro,2018-05-23,Goiás,2500,2500
HL9962,Android,4,Elaine,Santos,2018-07-05,Goiás,3400,13600
HL1918,iPhone,5,Lenon,Fernandes,2018-03-31,Goiás,5300,26500
HL7348,SmartWatch,1,Vivianne,Rodrigues,2018-08-11,Goiás,1400,1400
HL7348,SmartWatch,2,Pedro,Rodrigues,2018-07-26,Goiás,1400,2800
HL2714,Tablet,3,Caio,Cardoso,2018-06-18,Goiás,1600,4800
HL2714,Tablet,4,Lucas,Freire,2018-01-13,Goiás,1600,6400
HL9962,Android,5,Caio,Fernandes,2018-07-25,Goiás,3400,17000
HL1918,iPhone,4,Kim,Ferreira,2018-05-11,Goiás,5300,21200
HL4379,Televisão,4,Beatriz,Rocha,2018-10-23,Goiás,2500,10000
HL4379,Televisão,2,Leandro,Ferreira,2018-01-25,Goiás,2500,5000
HL1918,iPhone,1,Thomáz,Bôas,2018-07-22,Goiás,5300,5300
HL9962,Android,4,Philipe,Morete,2018-10-18,Goiás,3400,13600
HL4379,Televisão,3,Felipe,Jorge,2018-07-10,Goiás,2500,7500
HL9962,Android,2,João,Junior,2018-01-11,Goiás,3400,6800
HL1918,iPhone,4,Marina,Gama,2018-07-20,Goiás,5300,21200
HL4379,Televisão,4,Rilson,Guedes,2018-03-15,Goiás,2500,10000
HL1918,iPhone,4,Felipe,Mello,2018-03-13,Goiás,5300,21200
HL8851,Notebook,3,Beatriz,Silva,2018-09-21,Goiás,3500,10500
HL7348,SmartWatch,3,Vanessa,Rodrigues,2018-10-20,Goiás,1400,4200
HL7348,SmartWatch,4,Camila,Bastazini,2018-04-28,Goiás,1400,5600
HL1918,iPhone,4,Julia,Teixeira,2018-06-05,Goiás,5300,21200
HL2714,Tablet,2,Raissa,Sales,2018-09-21,Goiás,1600,3200
HL1918,iPhone,1,Lorena,Carvalho,2018-02-10,Goiás,5300,5300
HL7348,SmartWatch,4,Beatriz,Biase,2018-11-08,Goiás,1400,5600
HL1148,Câmera,4,Juliana,Goes,2018-08-19,Goiás,2100,8400
HL1918,iPhone,5,Guilherme,Monteiro,2018-11-09,Goiás,5300,26500
HL1918,iPhone,4,Rafaela,Gomes,2018-03-26,Goiás,5300,21200
HL4379,Televisão,2,William,Mendonça,2018-03-27,Goiás,2500,5000
HL8851,Notebook,2,Clara,Silveira,2018-09-16,Goiás,3500,7000
HL4379,Televisão,2,David,Assumpção,2018-10-25,Goiás,2500,5000
HL4379,Televisão,5,Camilla,Cardeman,2018-11-20,Goiás,2500,12500
HL4379,Televisão,1,Julie,Ferreira,2018-04-19,Goiás,2500,2500
HL8851,Notebook,5,Myllena,Carneiro,2018-04-04,Goiás,3500,17500
HL1918,iPhone,1,Izabel,Miura,2018-05-12,Goiás,5300,5300
HL1918,iPhone,5,Rojane,Lima,2018-09-24,Goiás,5300,26500
HL1918,iPhone,4,Luiza,Procaci,2018-04-19,Goiás,5300,21200
HL8851,Notebook,1,Lucas,Neto,2018-05-02,Goiás,3500,3500
HL9962,Android,3,Beatriz,Li,2018-09-20,Goiás,3400,10200
HL8851,Notebook,5,Arthur,Pereira,2018-04-13,Goiás,3500,17500
HL4379,Televisão,2,Mateus,Maia,2018-07-09,Goiás,2500,5000
HL2714,Tablet,5,Thaís,Ribeiro,2018-10-29,Goiás,1600,8000
HL1918,iPhone,3,Nicolas,Monteiro,2018-12-14,Goiás,5300,15900
HL4379,Televisão,1,Amanda,Braga,2018-09-15,Goiás,2500,2500
HL9962,Android,4,Carolina,Santos,2018-06-11,Goiás,3400,13600
HL1918,iPhone,1,Raíssa,Oros,2018-12-31,Goiás,5300,5300
HL7348,SmartWatch,5,Rodrigo,Bruno,2018-02-09,Goiás,1400,7000
HL4379,Televisão,1,Eduardo,Soares,2018-10-31,Goiás,2500,2500
HL1918,iPhone,2,Rebeca,Reis,2018-09-12,Goiás,5300,10600
HL4379,Televisão,5,Gabriel,Rubim,2018-02-06,Goiás,2500,12500
HL1148,Câmera,1,Diego,Rodrigues,2018-10-17,Goiás,2100,2100
HL7348,SmartWatch,3,Danilo,Rubim,2018-03-21,Goiás,1400,4200
HL9962,Android,5,Fabio,Boccaletti,2018-11-22,Goiás,3400,17000
HL1148,Câmera,1,Samara,Pinto,2018-03-26,Goiás,2100,2100
HL1918,iPhone,5,Desirée,Heimlich,2018-11-06,Goiás,5300,26500
HL9962,Android,2,Lucas,Freitas,2018-10-28,Goiás,3400,6800
HL4379,Televisão,1,Pedro,Macckione,2018-09-19,Goiás,2500,2500
HL9962,Android,2,Lunna,Vannier,2018-12-22,Goiás,3400,6800
HL9962,Android,4,João,Capitulo,2018-11-14,Goiás,3400,13600
HL4379,Televisão,4,Lucas,Rodrigues,2018-07-07,Goiás,2500,10000
HL4379,Televisão,1,João,Capitulo,2018-11-16,Goiás,2500,2500
HL1148,Câmera,1,Victor,Zakhm,2018-11-15,Goiás,2100,2100
HL4379,Televisão,5,Lucas,Neto,2018-09-29,Goiás,2500,12500
HL1918,iPhone,4,Gabriel,Rocha,2018-03-19,Goiás,5300,21200
HL4379,Televisão,5,Anna,Maia,2018-08-13,Goiás,2500,12500
HL1918,iPhone,5,Patrícia,Amaral,2018-08-21,Goiás,5300,26500
HL1918,iPhone,3,Helena,Chafin,2018-05-25,Goiás,5300,15900
HL4379,Televisão,5,Andre,Nóbrega,2018-10-16,Goiás,2500,12500
HL1148,Câmera,4,Bianca,Piero,2018-10-11,Goiás,2100,8400
HL1918,iPhone,4,Matheus,Ramos,2018-12-04,Goiás,5300,21200
HL4379,Televisão,1,Dykson,Silva,2018-05-26,Goiás,2500,2500
HL9962,Android,5,Rafaela,Rodrigues,2018-09-04,Goiás,3400,17000
HL1148,Câmera,2,Amanda,Procaci,2018-02-15,Goiás,2100,4200
HL1918,iPhone,2,Larissa,Jesus,2018-03-21,Goiás,5300,10600
HL1918,iPhone,3,Carolina,Vasconcelos,2018-03-03,Goiás,5300,15900
HL4379,Televisão,1,Bianca,Piero,2018-02-12,Goiás,2500,2500
HL9962,Android,2,Andressa,Chou,2018-01-04,Goiás,3400,6800
HL1918,iPhone,5,Anízio,Carvalho,2018-12-05,Goiás,5300,26500
HL1918,iPhone,2,Lucas,Monte,2018-06-06,Goiás,5300,10600
HL4379,Televisão,5,Victor,Magalhães,2018-08-14,Goiás,2500,12500
HL4379,Televisão,4,Raul,Junqueira,2018-02-03,Goiás,2500,10000
HL9962,Android,2,Karina,Camara,2018-09-17,Goiás,3400,6800
HL1918,iPhone,5,Larissa,Vasconcellos,2018-01-09,Goiás,5300,26500
HL1918,iPhone,1,Audir,Franco,2018-02-25,Goiás,5300,5300
HL9962,Android,5,Thiago,Miura,2018-11-21,Goiás,3400,17000
HL8851,Notebook,4,Adriana,Passos,2018-10-11,Goiás,3500,14000
HL8851,Notebook,3,Lucas,Monte,2018-11-27,Goiás,3500,10500
HL4379,Televisão,5,Roberta,Pimenta,2018-04-13,Goiás,2500,12500
HL4379,Televisão,3,Henrique,Lencastre,2018-07-17,Goiás,2500,7500
HL1148,Câmera,4,Guilherme,Lima,2018-11-06,Goiás,2100,8400
HL8851,Notebook,4,Lívia,Tanaka,2018-03-09,Goiás,3500,14000
HL7348,SmartWatch,2,Pedro,Costa,2018-09-26,Goiás,1400,2800
HL4379,Televisão,2,Victor,Gomes,2018-12-05,Goiás,2500,5000
HL2714,Tablet,4,Rilson,Guedes,2018-01-02,Goiás,1600,6400
HL7348,SmartWatch,5,Pedro,Martins,2018-06-22,Goiás,1400,7000
HL4379,Televisão,5,Caroline,Cavalcanti,2018-12-10,Goiás,2500,12500
HL4379,Televisão,4,Gabriel,Brito,2018-01-27,Goiás,2500,10000
HL4379,Televisão,1,Thomáz,Rodriguez,2018-02-14,Goiás,2500,2500
HL8851,Notebook,4,Elena,Barreto,2018-04-05,Goiás,3500,14000
HL1918,iPhone,2,Lorena,Carvalho,2018-11-19,Goiás,5300,10600
HL8851,Notebook,4,Pedro,Macckione,2018-05-19,Goiás,3500,14000
HL1918,iPhone,5,Carolina,Rachide,2018-10-08,Goiás,5300,26500
HL7348,SmartWatch,3,Felipe,Paulo,2018-04-22,Goiás,1400,4200
HL7348,SmartWatch,3,Lenon,Fernandes,2018-07-08,Goiás,1400,4200
HL7348,SmartWatch,3,Eduardo,Pacheco,2018-07-28,Goiás,1400,4200
HL4379,Televisão,4,Allan,Candido,2018-09-18,Goiás,2500,10000
HL1918,iPhone,1,Daniel,Sousa,2018-11-19,Goiás,5300,5300
HL4379,Televisão,3,Luiz,Campista,2018-04-16,Goiás,2500,7500
HL1918,iPhone,3,Raíssa,Oliveira,2018-03-11,Goiás,5300,15900
HL4379,Televisão,4,Rafael,Guimarães,2018-08-19,Goiás,2500,10000
HL1918,iPhone,1,Jackson,Derossi,2018-01-16,Goiás,5300,5300
HL4379,Televisão,1,Marina,Correa,2018-08-29,Goiás,2500,2500
HL4379,Televisão,3,Maria,Junior,2018-05-02,Goiás,2500,7500
HL2714,Tablet,5,Raissa,Sales,2018-01-09,Goiás,1600,8000
HL7348,SmartWatch,3,Julia,Aliani,2018-05-02,Goiás,1400,4200
HL1918,iPhone,5,Lívia,Marques,2018-04-05,Goiás,5300,26500
